Номер постамата|Дата ввода в эксплуатацию|Адрес постамата|Режим работы|Аренда|Точность|Широта|Долгота
PS217|2020-07-28 00:00:00|г Москва, поселение Рязановское, поселок Знамя Октября, мкр Родники, дом 8|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|86.67|55.46725000509397|37.54502000172857
PS270|2020-07-28 00:00:00|г Москва, район Северное Тушино,улица Туристская, дом 19 корпус 1|ПН-ПТ 09:00-19:30, СБ 09:00-16:30, ВС выходной|НЕТ|95.71|55.85244979122682|37.42177959930213
PS285|2020-07-28 00:00:00|г Москва,город Зеленоград, район Савелки, Центральный проспект , дом 435А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|88.21|55.99564333478911|37.21257596718653
PS294|2020-07-28 00:00:00|г Москва, район Марьина роща,улица Сущёвский Вал, дом 71|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|93.72|55.79335000170084|37.62580998131344
PS310|2020-07-28 00:00:00|Ярославская область, Ярославский район , село Туношна,улица Школьная, дом 3|ПН-СР 08:00-16:00, ЧТ 08:00-15:45, ПТ-ВС выходной|НЕТ|99.35|57.54278001261073|40.1230899897046
PS311|2020-07-28 00:00:00|Ярославская область,город Ярославль,улица 6-я Железнодорожная, дом 2|ПН-ПТ 08:30-18:30, СБ 08:30-14:00, ВС выходной|НЕТ|96.55|57.57313000390917|39.92302997034184
PS315|2020-07-28 00:00:00|г Москва, проезд Дежнёва, дом 27 корпус 1|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|91.25|55.87048843184441|37.63351135161955
PS329|2020-07-28 00:00:00|г Москва,улица Гурьянова, дом 55|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС выходной|НЕТ|100.0|55.68012000326073|37.71701003318512
PS334|2020-07-28 00:00:00|г Москва,улица Гризодубовой, дом 4 корпус 1|ПН-ПТ 08:30-19:30, СБ 09:00-17:00, ВС выходной|НЕТ|92.0|55.78430350196843|37.52195928454925
PS342|2020-07-28 00:00:00|г Москва,улица Череповецкая, дом 20|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|100.0|55.89766002069118|37.58100996612617
PS343|2020-07-28 00:00:00|г Москва, Бутырский район ,улица Яблочкова, дом 21А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|97.93|55.81951000533044|37.57836002743727
PS173|2020-07-29 00:00:00|Волгоградская область,город Волгоград,улицаимениНиколая Отрады, д.26А|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ|77.44|48.70408000000003|44.45177000000007
PS178|2020-07-29 00:00:00|Ростовская область,город Ростов-на-Дону,улица Толмачева, дом 127/44А|ПН-ПТ 09:00-19:00, СБ 09:00-16:00, ВС выходной|НЕТ|94.39|47.21883999519926|39.63324000110535
PS180|2020-07-29 00:00:00|Ростовская область, Тацинский район , станица Тацинская,улица Ленина, дом 49|ПН-ПТ 08:00-16:30, СБ-ВС выходной|НЕТ|98.89|48.19260001098394|41.28131997831227
PS207|2020-07-29 00:00:00|г Москва, район Хамовники, Зубовский бульвар , дом 13 строение 1|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|87.31|55.73582998744018|37.59232997782172
PS212|2020-07-29 00:00:00|г Москва,улица Академика Бакулева, дом 2|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|100.0|55.64411998057929|37.48783002490543
PS269|2020-07-29 00:00:00|г Москва, район Кузьминки,улица Зеленодольская, дом 22/14|ПН-ПТ 08:30-19:30, СБ 09:00-16:30, ВС выходной|НЕТ|92.24|55.71258001295504|37.77693997033728
PS275|2020-07-29 00:00:00|г Москва,улица Академика Миллионщикова, дом 19|ПН-ПТ 09:30-19:30, СБ 10:00-17:00, ВС выходной|НЕТ|100.0|55.66835000909322|37.64864999691426
PS297|2020-07-29 00:00:00|г Москва,улица Ташкентская, дом 9|ПН-ПТ 09:00-19:30, СБ 10:00-16:30, ВС выходной|НЕТ|100.0|55.70839999975095|37.81937000240171
PS325|2020-07-29 00:00:00|г Москва, Неманский пр-д, дом 9|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|97.28|55.81081998339425|37.39245997620395
PS328|2020-07-29 00:00:00|г Москва, поселение Московский,город Московский,улица Солнечная, дом 3|ПН-ПТ 10:00-20:00, СБ 10:00-16:30, ВС выходной|НЕТ|87.12|55.5914900105407|37.36602999147308
PS332|2020-07-29 00:00:00|г Москва, район Тропарево-Никулино,улица Никулинская, дом 25|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|94.16|55.66963000952714|37.45314998433605
PS336|2020-07-29 00:00:00|г Москва,улица Измайловский Вал, дом 20|ПН 08:30-23:59, ВТ-ПТ 00:00-23:59, СБ 00:00-14:00, ВС выходной|НЕТ|100.0|55.78447000392921|37.7189299919265
PS172|2020-07-30 00:00:00|Волгоградская область,город Волгоград, проспект имениГероев Сталинграда, дом 1|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|86.32|48.51648999309003|44.56674003254935
PS177|2020-07-30 00:00:00|Волгоградская область,город Волгоград, Центральный район ,улица Новороссийская, дом 14Б|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|99.33|48.71612999528466|44.51151997061052
PS223|2020-07-30 00:00:00|Владимирская область,город Владимир, проспект Строителей, дом 22|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ|96.36|56.1405799799322|40.36430004069783
PS224|2020-07-30 00:00:00|Кировская область,город Киров,улица Дерендяева, дом 25|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|95.65|58.60398000041209|49.66113999935851
PS240|2020-07-30 00:00:00|Владимирская область,город Владимир,улица Верхняя Дуброва, дом 21|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.43|56.11017001611654|40.34629998744759
PS262|2020-07-30 00:00:00|Владимирская область,город Владимир, проспект Ленина, дом 36|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.08|56.11985999910155|40.36179997043769
PS201|2020-07-31 00:00:00|г Москва,улица Плющиха, дом 42|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|100.0|55.7409400147111|37.57624996713187
PS229|2020-07-31 00:00:00|Владимирская область,город Владимир, Суздальский проспект , дом 6|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.36|56.16427000433404|40.47016004122335
PS230|2020-07-31 00:00:00|Владимирская область,город Владимир,улица Мира, дом 90|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ|95.65|56.14684000431879|40.43189003152395
PS399|2020-07-31 00:00:00|Владимирская область,город Ковров,улица Грибоедова, дом 28|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.0|56.35242998430152|41.33022997590257
PS400|2020-07-31 00:00:00|Владимирская область,город Ковров,улица Строителей, дом 16|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.0|56.33765000679421|41.30157996029666
PS403|2020-07-31 00:00:00|Владимирская область,город Владимир,улица Растопчина, дом 51Б|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ|96.23|56.173490014008|40.46797999202644
PS407|2020-07-31 00:00:00|Владимирская область,город Ковров,улица Абельмана, дом 31|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|95.92|56.37648998590953|41.30836997242102
PS213|2020-08-03 00:00:00|г Москва,улица Чертановская, дом 48 корпус 3|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|92.22|55.6071399876881|37.5890499714711
PS232|2020-08-03 00:00:00|Респ. Татарстан,город Казань, улица Карбышева,дом , 36, корпус, 2|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|87.12|55.76398999698645|49.17723001408262
PS247|2020-08-03 00:00:00|Республика Татарстан,город Казань,улица Гвардейская, дом 22|ПН-ПТ 08:30-18:00, СБ 08:30-14:30, ВС выходной|НЕТ|96.08|55.78821000912609|49.1707600230215
PS249|2020-08-03 00:00:00|Республика Татарстан,город Казань,улица Ильича, дом 19|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|95.65|55.81851000237208|48.89891998325425
PS268|2020-08-03 00:00:00|г Москва, Чертаново Центральное район ,улица Днепропетровская, дом 3 корпус 5а|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|94.54|55.62138000299288|37.60554999932904
PS221|2020-08-04 00:00:00|Республика Татарстан,город Казань,улица Серова, дом 11|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|95.65|55.8293299916337|49.06316002321577
PS227|2020-08-04 00:00:00|Республика Татарстан,город Набережные Челны, проспект Хасана Туфана, дом 45А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.92|55.74414999026067|52.38750001992449
PS235|2020-08-04 00:00:00|Кировская область,город Киров,улица Сутырина, дом 12|ПН-ПТ 09:00-18:00, СБ-ВС выходной|НЕТ|95.45|58.64448998991608|49.61399003379699
PS236|2020-08-04 00:00:00|Республика Татарстан, Елабужский район ,город Елабуга,улица Габдуллы Тукая, дом 38|ПН-ВТ 08:30-17:15, СР выходной, ЧТ-ПТ 08:30-17:15, СБ-ВС выходной|НЕТ|99.28|55.75947998825436|52.08440000754055
PS253|2020-08-04 00:00:00|Республика Татарстан,город Казань, Кировский район ,улица Клары Цеткин, дом 9|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|99.22|55.79875000091212|49.0617399611798
PS254|2020-08-04 00:00:00|Республика Татарстан,город Казань,улица Чистопольская, дом 5|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.15|55.81959998506102|49.10240996121541
PS257|2020-08-04 00:00:00|Республика Татарстан,город Казань, Московский район ,улица Беломорская, дом 81|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|99.24|55.86612000868942|49.01639000932519
PS219|2020-08-05 00:00:00|Респ. Татарстан, район . Нижнекамский,город Нижнекамск. , , улица Кайманова,дом , 16, ,|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.88|55.65553001391493|51.84566999405885
PS222|2020-08-05 00:00:00|Республика Татарстан, Нижнекамский район ,город Нижнекамск,улица Тукая, дом 31|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|99.24|55.62727998272854|51.80617002388749
PS226|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны, проспект Сююмбике, дом 16|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.67|55.73664998902782|52.39351001213933
PS234|2020-08-05 00:00:00|Республика Татарстан, Нижнекамский район ,город Нижнекамск, проспект Химиков, дом 21|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|99.3|55.623430006962|51.79108997424649
PS237|2020-08-05 00:00:00|Республика Татарстан, Нижнекамский район ,город Нижнекамск,улица Чулман, дом 17А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|99.26|55.65016999638181|51.8028900175369
PS239|2020-08-05 00:00:00|Республика Татарстан, Нижнекамский район ,город Нижнекамск, проспект Мира, дом 5А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|99.26|55.65180999955712|51.81573997801902
PS242|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны, проспект имени Мусы Джалиля, дом 25|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|88.2|55.68246999554452|52.29464001594792
PS244|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны,улица Шамиля Усманова, дом 23А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.88|55.73861998773117|52.38655001501857
PS248|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны, Набережночелнинский проспект , дом 70/56|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.16|55.71901999680279|52.37522002885828
PS255|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны, Московский проспект , дом 183А|ПН-ПТ 08:30-18:00, СБ 09:00-15:00, ВС выходной|НЕТ|96.88|55.75532998226365|52.45124003498407
PS256|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны, проспект имени Вахитова, дом 14А|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.97|55.74624999228226|52.42104003784294
PS258|2020-08-05 00:00:00|Республика Татарстан,город Казань,улица Адоратского, дом 12|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.08|55.83182000361003|49.14877001622168
PS259|2020-08-05 00:00:00|Республика Татарстан,город Набережные Челны,имени Габдуллы Тукая наб, дом 93/100|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|92.35|55.69656999115674|52.31945003025209
PS260|2020-08-05 00:00:00|Респ. Татарстан,город Набережные Челны, проспект . Автозаводский,дом , 28/08|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|92.51|55.75914999272635|52.42291004044139
PS404|2020-08-05 00:00:00|Вологодская область,город Вологда,улица Зосимовская, дом 40|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|96.08|59.21275000051259|39.89590998734158
PS179|2020-08-06 00:00:00|Ростовская область, Морозовский район ,город Морозовск,улица Подтелкова, дом 27|ПН-ПТ 00:00-23:59, СБ 00:00-23:59, ВС 00:00-23:59|НЕТ|99.25|48.35525000391306|41.82531999509098
PS182|2020-08-06 00:00:00|Ростовская область,город Ростов-на-Дону,улица Вятская, дом 41/1|ПН-ПТ 08:00-18:30, СБ 08:30-15:00, ВС выходной|НЕТ|95.38|47.28452000174883|39.75322996254695
PS252|2020-08-06 00:00:00|Республика Татарстан, Нижнекамский район ,город Нижнекамск,улица Студенческая, дом 14А|ПН-ПТ 09:30-18:30, СБ-ВС выходной|НЕТ|99.32|55.63300000300305|51.79649998983206
